id,title,comment,date_to_open,date_to_close,is_published,embed_url,share_with,worksite_id,tag_id,tag,video_id,video_title,video_comments,video_original_filename,video_original_size,video_original_digest,video_original_duration_msec,thumbnail_filename,video_app_name,video_file_width,video_file_height,video_file_size,video_file_filename,video_file_pixel_aspect_ratio,video_file_display_aspect_ratio
5227,経営学　第1講,"",2019-10-04 14:01:00 +0900,2020-08-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/e19829803e40830cea4dff6767a37b93a94acd4f/autostart/true/caption/true,worksite,CertifiedPublicAccountant2018,105,公認会計士講座2018,5630,20BA1.mp4,"",20BA1.mp4,1070136505,59bb569179280ddb0fceb8c8c37d798c,5234150,5630.jpg,restrict,720,480,1070136505,5630_59bb569179280ddb0fceb8c8c37d798c.mp4,1:1,3:2
5226,経営学　第3講,"",2019-10-04 14:03:00 +0900,2020-08-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/a12fbee30e2825e14e6591a1c9b5928fa5820c95/autostart/true/caption/true,worksite,CertifiedPublicAccountant2018,105,公認会計士講座2018,5629,20BA3.mp4,"",20BA3.mp4,1200601354,2501f4edc5efb06968c2a9a21abcf5ec,5871050,5629.jpg,restrict,720,480,1200601354,5629_2501f4edc5efb06968c2a9a21abcf5ec.mp4,1:1,3:2
5225,租税法Ⅰ　第2講,"",2019-10-04 14:00:00 +0900,2020-08-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/09e69de95d0adbcf0d2f1cf9b940c8cee4c19ab3/autostart/true/caption/true,worksite,CertifiedPublicAccountant2018,105,公認会計士講座2018,5634,20TAX1-2.mp4,"",20TAX1-2.mp4,1177394635,7da6f08ba4fdfdb2063bfe881f9c4594,5756200,5634.jpg,restrict,720,480,1177394635,5634_7da6f08ba4fdfdb2063bfe881f9c4594.mp4,1:1,3:2
5224,租税法Ⅰ　第1講,"",2019-10-04 13:59:00 +0900,2020-08-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/73765a95a152c115efbabe92eaa0594b0ba331dc/autostart/true/caption/true,everyone,CertifiedPublicAccountant2018,105,公認会計士講座2018,5637,20TAX1-1.mp4,"",20TAX1-1.mp4,947509218,5f76b6f0cacb92d00fd4653d5e35b23b,4637540,5637.jpg,everyone,720,480,947509218,5637_5f76b6f0cacb92d00fd4653d5e35b23b.mp4,1:1,3:2
5223,卓越_20181120_山本,"",2019-10-03 14:52:00 +0900,,true,https://nuvideo.media.nagoya-u.ac.jp/embed/246364704e1f69e0ea31eb380c75b4c8b35407a8/autostart/true/caption/true,campus,"",3,1-1,5624,卓越_20181120_山本.mp4,"",卓越_20181120_山本.mp4,6304782486,4f76ad5acbf257958e616dbc90b0fa78,4912800,5624.jpg,restrict,1920,1080,6304782486,5624_4f76ad5acbf257958e616dbc90b0fa78.mp4,1:1,16:9
5222,卓越_20181105_足立,"",2019-10-03 14:51:00 +0900,,true,https://nuvideo.media.nagoya-u.ac.jp/embed/fc4e7219d6bdf020e1618e72d55c5bc117ef8fa0/autostart/true/caption/true,campus,"",3,1-1,5623,卓越_20181105_足立.mp4,"",卓越_20181105_足立.mp4,6533976905,41a253d4a6fe07a7836a7c5d9d54cfe7,5071390,5623.jpg,restrict,1920,1080,6533976905,5623_41a253d4a6fe07a7836a7c5d9d54cfe7.mp4,1:1,16:9
5221,AUTOSAROS仕様③_AUTOSAROSの機能①（タスク）,"",2019-10-01 12:02:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/1568e9832dda7330bde2fd6a58b84dba05e9adc8/autostart/true/caption/true,everyone,"",122,会計Ⅱ,5620,AUTOSAROS仕様③_AUTOSAROSの機能①（タスク）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能①（タスク）.mp4,406900874,690273f9228b6c1967561fa34eb43ec6,631380,5620.jpg,everyone,1920,1080,406900874,5620_690273f9228b6c1967561fa34eb43ec6.mp4,1:1,16:9
5220,AUTOSAROS仕様②_AUTOSAROSの概要②（AUTOSAR仕様）,"",2019-10-01 12:01:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/479cf0de6f6ed17970fc57d0866383ebc2b634e7/autostart/true/caption/true,everyone,"",115,組込みセンター,5619,AUTOSAROS仕様②_AUTOSAROSの概要②（AUTOSAR仕様）.mp4,"",AUTOSAROS仕様②_AUTOSAROSの概要②（AUTOSAR仕様）.mp4,616263291,a292adf2136d2d1c049d9eb6a40dbcd6,955660,5619.jpg,everyone,1920,1080,616263291,5619_a292adf2136d2d1c049d9eb6a40dbcd6.mp4,1:1,16:9
5219,AUTOSAROS仕様②_AUTOSAROSの概要①（OSEK.VDX仕様）,"",2019-10-01 12:00:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/13a4d1f75e67231b79bae50f5215341a60cb94cd/autostart/true/caption/true,everyone,"",115,組込みセンター,5618,AUTOSAROS仕様②_AUTOSAROSの概要①（OSEK.VDX仕様）.mp4,"",AUTOSAROS仕様②_AUTOSAROSの概要①（OSEK.VDX仕様）.mp4,394594917,850483f4c4d334fe633d4e2e482c1253,612180,5618.jpg,everyone,1920,1080,394594917,5618_850483f4c4d334fe633d4e2e482c1253.mp4,1:1,16:9
5218,AUTOSAROS仕様①_リアルタイムOSの基礎④,"",2019-10-01 11:59:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/5cc1685e4c6c22ddb1a81192b9504a98384b2b43/autostart/true/caption/true,everyone,"",115,組込みセンター,5617,AUTOSAROS仕様①_リアルタイムOSの基礎④.mp4,"",AUTOSAROS仕様①_リアルタイムOSの基礎④.mp4,317445173,0902b9648b25ccad80cbb325742ee66e,492540,5617.jpg,everyone,1920,1080,317445173,5617_0902b9648b25ccad80cbb325742ee66e.mp4,1:1,16:9
5217,AUTOSAROS仕様①_リアルタイムOSの基礎③,"",2019-10-01 11:58:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/5db27036cc22c7e5e4b815467f0a2efe866152dd/autostart/true/caption/true,everyone,"",122,会計Ⅱ,5616,AUTOSAROS仕様①_リアルタイムOSの基礎③.mp4,"",AUTOSAROS仕様①_リアルタイムOSの基礎③.mp4,358980022,1e314ba87dbb96cbf8570892e183d3af,556990,5616.jpg,everyone,1920,1080,358980022,5616_1e314ba87dbb96cbf8570892e183d3af.mp4,1:1,16:9
5216,AUTOSAROS仕様①_リアルタイムOSの基礎②,"",2019-10-01 11:57:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/5ee8a4935f72ec3551ca87b055d37be49075284b/autostart/true/caption/true,everyone,"",115,組込みセンター,5615,AUTOSAROS仕様①_リアルタイムOSの基礎②.mp4,"",AUTOSAROS仕様①_リアルタイムOSの基礎②.mp4,376476409,5266acb6c38321f79dfb2bd73450c92f,583930,5615.jpg,everyone,1920,1080,376476409,5615_5266acb6c38321f79dfb2bd73450c92f.mp4,1:1,16:9
5215,AUTOSAROS仕様①_リアルタイムOSの基礎①,"",2019-10-01 11:56:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/5b3f591e9dc5869df3a92fa9ee995aa260faec48/autostart/true/caption/true,everyone,"",115,組込みセンター,5614,AUTOSAROS仕様①_リアルタイムOSの基礎①.mp4,"",AUTOSAROS仕様①_リアルタイムOSの基礎①.mp4,777328897,03b9a2a9d5810c3f2a3782199a832cbe,1205440,5614.jpg,everyone,1920,1080,777328897,5614_03b9a2a9d5810c3f2a3782199a832cbe.mp4,1:1,16:9
5214,AUTOSAROS仕様④_TOPPERSATK2の概要③（TOPPERSATK2の紹介）,"",2019-10-01 12:13:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/0d66fe6b789b687592ea2f276e9c6a8a46142084/autostart/true/caption/true,everyone,"",115,組込みセンター,5613,AUTOSAROS仕様④_TOPPERSATK2の概要③（TOPPERSATK2の紹介）.mp4,"",AUTOSAROS仕様④_TOPPERSATK2の概要③（TOPPERSATK2の紹介）.mp4,263384238,15703d0cf4054a66056463bdc820449a,408660,5613.jpg,everyone,1920,1080,263384238,5613_15703d0cf4054a66056463bdc820449a.mp4,1:1,16:9
5213,AUTOSAROS仕様④_TOPPERSATK2の概要②（RTOS外部仕様書）,"",2019-10-01 12:12:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/b56850535852ca34fe1b2cc9a457db5565a6ba89/autostart/true/caption/true,everyone,"",115,組込みセンター,5612,AUTOSAROS仕様④_TOPPERSATK2の概要②（RTOS外部仕様書）.mp4,"",AUTOSAROS仕様④_TOPPERSATK2の概要②（RTOS外部仕様書）.mp4,177135614,34c97ec8a9ee63cc6eca1575d8b30fdf,275050,5612.jpg,everyone,1920,1080,177135614,5612_34c97ec8a9ee63cc6eca1575d8b30fdf.mp4,1:1,16:9
5212,AUTOSAROS仕様④_TOPPERSATK2の概要①（AUTOSAR OS仕様の課題）,"",2019-10-01 12:11:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/1bf77427802c83f0c140400b98d900a6b59539aa/autostart/true/caption/true,everyone,"",115,組込みセンター,5611,AUTOSAROS仕様④_TOPPERSATK2の概要①（AUTOSAR OS仕様の課題）.mp4,"",AUTOSAROS仕様④_TOPPERSATK2の概要①（AUTOSAR OS仕様の課題）.mp4,151260818,494df3618c5104dd679f72d5bfd4d02e,234830,5611.jpg,everyone,1920,1080,151260818,5611_494df3618c5104dd679f72d5bfd4d02e.mp4,1:1,16:9
5211,AUTOSAROS仕様③_AUTOSAROSの機能⑩（その他）,"",2019-10-01 12:10:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/6e28e87ff66f99b94cbbefc9156792fb18b19dc9/autostart/true/caption/true,everyone,"",115,組込みセンター,5610,AUTOSAROS仕様③_AUTOSAROSの機能⑩（その他）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能⑩（その他）.mp4,172927831,bb202ab1bb4bff5e5d9568efc7bf58d8,268580,5610.jpg,everyone,1920,1080,172927831,5610_bb202ab1bb4bff5e5d9568efc7bf58d8.mp4,1:1,16:9
5210,AUTOSAROS仕様③_AUTOSAROSの機能⑨（フックルーチン）,"",2019-10-01 12:09:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/78ac5eb1dbd40141fefa003f10c1808909c2ef36/autostart/true/caption/true,everyone,"",115,組込みセンター,5609,AUTOSAROS仕様③_AUTOSAROSの機能⑨（フックルーチン）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能⑨（フックルーチン）.mp4,178562229,155d9d310d2ab1b3ac0390a3e8c40a72,277220,5609.jpg,everyone,1920,1080,178562229,5609_155d9d310d2ab1b3ac0390a3e8c40a72.mp4,1:1,16:9
5209,AUTOSAROS仕様③_AUTOSAROSの機能⑧（起動終了）,"",2019-10-01 12:08:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/0ca1ff32ec7137e2f010c54232b1c3a8bd2f2781/autostart/true/caption/true,everyone,"",115,組込みセンター,5608,AUTOSAROS仕様③_AUTOSAROSの機能⑧（起動終了）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能⑧（起動終了）.mp4,92620969,26a5549063ed7c3526cb5c29deb29aac,144060,5608.jpg,everyone,1920,1080,92620969,5608_26a5549063ed7c3526cb5c29deb29aac.mp4,1:1,16:9
5208,AUTOSAROS仕様③_AUTOSAROSの機能⑦（スケジュールテーブル）,"",2019-10-01 12:07:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/96f79133e8ea49f0adbc2db3cda5b8dbf83b4038/autostart/true/caption/true,everyone,"",115,組込みセンター,5607,AUTOSAROS仕様③_AUTOSAROSの機能⑦（スケジュールテーブル）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能⑦（スケジュールテーブル）.mp4,559663511,574eed8863bec75f2c84e76dcdd58569,868070,5607.jpg,everyone,1920,1080,559663511,5607_574eed8863bec75f2c84e76dcdd58569.mp4,1:1,16:9
5207,AUTOSAROS仕様③_AUTOSAROSの機能⑥（アラーム）,"",2019-10-01 12:06:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/d42cdc57ad0d6c5099f980331476dc2c83ce138e/autostart/true/caption/true,everyone,"",115,組込みセンター,5606,AUTOSAROS仕様③_AUTOSAROSの機能⑥（アラーム）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能⑥（アラーム）.mp4,150302086,586eb886c80ffeec7b469142f5b563c3,233470,5606.jpg,everyone,1920,1080,150302086,5606_586eb886c80ffeec7b469142f5b563c3.mp4,1:1,16:9
5206,AUTOSAROS仕様③_AUTOSAROSの機能⑤（カウンタ）,"",2019-10-01 12:05:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/f38faae5a720456073d946b9515d12a6d97fa704/autostart/true/caption/true,everyone,"",115,組込みセンター,5605,AUTOSAROS仕様③_AUTOSAROSの機能⑤（カウンタ）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能⑤（カウンタ）.mp4,122390676,77cb030bd3f19bd1455944a1f6b1b268,189860,5605.jpg,everyone,1920,1080,122390676,5605_77cb030bd3f19bd1455944a1f6b1b268.mp4,1:1,16:9
5205,AUTOSAROS仕様③_AUTOSAROSの機能④（リソース）,"",2019-10-01 12:04:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/fb05180640e81524c2fcb25d4a445702a27c1a18/autostart/true/caption/true,everyone,"",115,組込みセンター,5604,AUTOSAROS仕様③_AUTOSAROSの機能④（リソース）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能④（リソース）.mp4,496116565,ac0840e01cd91338c9dfa5ed32ac744b,769620,5604.jpg,everyone,1920,1080,496116565,5604_ac0840e01cd91338c9dfa5ed32ac744b.mp4,1:1,16:9
5204,AUTOSAROS仕様③_AUTOSAROSの機能③（イベント）,"",2019-10-01 12:03:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/b94d3d6c2762acab51882befbc123beb4dcbe59a/autostart/true/caption/true,everyone,"",115,組込みセンター,5603,AUTOSAROS仕様③_AUTOSAROSの機能③（イベント）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能③（イベント）.mp4,241529445,17a239e888b2e78ddf649c8abc490446,374740,5603.jpg,everyone,1920,1080,241529445,5603_17a239e888b2e78ddf649c8abc490446.mp4,1:1,16:9
5203,AUTOSAROS仕様③_AUTOSAROSの機能②（割込み処理）,"",2019-10-01 12:02:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/6dfb99e02d432cebf73a08012e7081c06b2372c6/autostart/true/caption/true,everyone,"",115,組込みセンター,5602,AUTOSAROS仕様③_AUTOSAROSの機能②（割込み処理）.mp4,"",AUTOSAROS仕様③_AUTOSAROSの機能②（割込み処理）.mp4,126235814,601401d64be344d80fe0c33d62ac20f0,196130,5602.jpg,everyone,1920,1080,126235814,5602_601401d64be344d80fe0c33d62ac20f0.mp4,1:1,16:9
5202,２級商業簿記第１４講,"",2019-10-01 11:55:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/00ab1344671f4e620e79fd5b121e0c64c707097f/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5601,2級商業簿記第14講.mp4,"",2級商業簿記第14講.mp4,1425688418,900138b22e8cbdcd6475b8bb7ffd687e,7215060,5601.jpg,restrict,852,480,1425688418,5601_900138b22e8cbdcd6475b8bb7ffd687e.mp4,1:1,71:40
5201,２級商業簿記第１３講,"",2019-10-01 11:55:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/8f9d72e1cecd93bc4101cc8f17977c6f5c028d2d/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5600,2級商業簿記第13講.mp4,"",2級商業簿記第13講.mp4,1027410100,8dc8ec86cdb8f0f0086f94b426fe088d,5142910,5600.jpg,restrict,852,480,1027410100,5600_8dc8ec86cdb8f0f0086f94b426fe088d.mp4,1:1,71:40
5200,２級商業簿記第１０講,"",2019-10-01 11:53:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/c155a44567144f5169f58bb5c473662e0a722a49/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5599,2級商業簿記第10講.mp4,"",2級商業簿記第10講.mp4,1357929837,ba08a9c8f8d116688214818023de9ce7,6676040,5599.jpg,restrict,852,480,1357929837,5599_ba08a9c8f8d116688214818023de9ce7.mp4,1:1,71:40
5199,２級商業簿記第９講,"",2019-10-01 11:52:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/3a316993f25a5c58e392ea46216ccb7cd58b722f/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5598,2級商業簿記第9講.mp4,"",2級商業簿記第9講.mp4,1071649143,bbe09000d8ad204919bfd4f511b56237,5441310,5598.jpg,restrict,852,480,1071649143,5598_bbe09000d8ad204919bfd4f511b56237.mp4,1:1,71:40
5198,２級商業簿記第１２講,"",2019-10-01 11:51:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/e33ec575798760b386799a62648d1e4d35f38bce/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5597,2級商業簿記第12講.mp4,"",2級商業簿記第12講.mp4,1226387607,56484e7c36ea27e5842967f2013d94b8,6053260,5597.jpg,restrict,852,480,1226387607,5597_56484e7c36ea27e5842967f2013d94b8.mp4,1:1,71:40
5197,２級商業簿記第１１講,"",2019-10-01 11:50:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/472428f2e1301af73540d5c2be99cd0493d109e0/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5596,2級商業簿記第11講.mp4,"",2級商業簿記第11講.mp4,1276530600,5ef1663d9a9b7a57d66d678961c8bdac,6255830,5596.jpg,restrict,852,480,1276530600,5596_5ef1663d9a9b7a57d66d678961c8bdac.mp4,1:1,71:40
5196,２級商業簿記第６講,"",2019-10-01 11:49:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/6eb9833bd838e95d7f2f3886c5cb471629be9a36/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5595,2級商業簿記第6講.mp4,"",2級商業簿記第6講.mp4,938080347,8afadc6a35ecc3b87b644ac756a7180b,4721230,5595.jpg,restrict,852,480,938080347,5595_8afadc6a35ecc3b87b644ac756a7180b.mp4,1:1,71:40
5195,２級商業簿記第５講,"",2019-10-01 11:47:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/2ccec58bdac054984f308f591465aa34ca43d9e8/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5594,2級商業簿記第5講.mp4,"",2級商業簿記第5講.mp4,1277214885,4246cbd9aa9ef972ec4bccf98137cd0e,6661880,5594.jpg,restrict,852,480,1277214885,5594_4246cbd9aa9ef972ec4bccf98137cd0e.mp4,1:1,71:40
5194,２級商業簿記第８講,"",2019-10-01 11:46:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/dd50b87953661530c5c61c75a15db74dd218385c/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5593,2級商業簿記第8講.mp4,"",2級商業簿記第8講.mp4,1130961960,ba884786096cd15118fcb108857ac972,5665860,5593.jpg,restrict,852,480,1130961960,5593_ba884786096cd15118fcb108857ac972.mp4,1:1,71:40
5193,２級商業簿記第７講,"",2019-10-01 11:44:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/c4dad705ff1cfadb149d43f29380de816b632f80/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5592,2級商業簿記第7講.mp4,"",2級商業簿記第7講.mp4,1150535457,18f5ae6a53d99c803796533bc0928914,5819420,5592.jpg,restrict,852,480,1150535457,5592_18f5ae6a53d99c803796533bc0928914.mp4,1:1,71:40
5192,２級商業簿記第２講,"",2019-10-01 11:43:00 +0900,2019-12-31 23:59:00 +0900,true,https://nuvideo.media.nagoya-u.ac.jp/embed/c47de0a547868c2144c00222efe56eb47eec9a1e/autostart/true/caption/true,worksite,20190404012_2019_2_f3c98da5d4649132390277239d090c19,122,会計Ⅱ,5591,2級商業簿記第2講.mp4,"",2級商業簿記第2講.mp4,1099337221,66ca4e013b636120560d4c651f002e6d,6211830,5591.jpg,restrict,852,480,1099337221,5591_66ca4e013b636120560d4c651f002e6d.mp4,1:1,71:40
